overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime
5,3.0,True,2016-05-18,A2P9X86TP4OAI5,B00006JPEA,,StarTiger,"I used this to combine the signal from  two TV antennas into a pre amplifier with a single cable run to the TV. The antennas are an RCA ANT751R and a Mediasonic HW-560AN. I used a Winegard LNA-200 pre-amp. I used a 3 foot section of coax cable from each antenna to the signal combiner which feeds into the pre-amp. The cables from the antennas to the combiner must be the same length to ensure that the signals from each antenna phase correctly and do not cancel each other. This does the job very well. With the antennas stacked 22.5 and 25 feet above the ground, I can get all the TV channels from Fort Wayne and Toledo, 61 and 51 miles away in different directions, without a rotator.",No need for an antenna rotator,1463529600.0
5,3.0,True,2016-03-10,A2SQK98GGWJZY5,B00006JPDF,,BobCat,"Bought these because of the size & frequency range (80-20K Hz); these are similar to my Minimus 7 speakers that are terrific but no longer available unless purchased used & people want about the same price as the new BIC DV-32B speakers!
These have a 7 year warranty too!
Anyway I received the BIC's sooner than expected! I was surprised at the weight & they ARE very similar to the Minimus 7; The grille is aluminum mesh, like the Minimus, but also has cloth covering;
I like the different positions of the keyholes so the speakers can be hung in 3 different positions;
Before hanging I gently pried the name plate (which is plastic & glued to grille) off to invert it!
I hung these upside down on a post & wall as close to the ceiling as possible so they're angling downward for my surround speakers; I made a template using duct tape with holes located in the top of the keyholes, which made it easy to hang, & left enough room from the ceiling to slip the speaker onto the screws;
I also placed four 3/8"" furniture felt pads on the back of the speakers to keep them off the wall/post, so I adjusted the screw depth to accommodate the extra depth on the back; they fit virtually perfect & look great!
I hooked them up to my DENON AVR & ran the auto setup so that the distance & levels, both volume & frequencies were adjusted;
Now with these as surround & the Minimus 7 set as surround back I've got beautiful 7.1 sound!
I did read that there is a break-in period so I'll run the auto setup again in a couple of weeks & update my review!

06/13/16
Still working great!

11/21/17
going strong",Great little speakers!!! reminds me of the Minimus 7!!,1457568000.0
1,8.0,False,2017-06-12,A2L95O2B60OJ6R,B00006L7RV,{'Color:': ' black'},Computer Mike,"the black vinyl sheets that cover the cabinets are all coming off now
I called Bose and they said that is not part of the warranty
the speakers will soon look disgusting
what am I supposed to do ????
I have not used the speakers outdoors, I just took the pictures in good lighting",waranty is pathetic,1497225600.0
4,,False,2016-05-27,A567HBSX35U7X,B00006L7RV,{'Color:': ' Cherry'},Call me KID,"I really wanted this to be a five star review.  I just don't have the rocking stereo system I had when I was a teen.  Now I have a five dollar thrift shop Sony receiver that ebay says is worth eight hundred and it's like twenty years old.  I don't like it and it's only worth five bucks in my eyes and weighs like forty pounds.  That being said the speakers sound good with my mp3 player plugged into my stereo but not amazing like the pair of 301 series 2 sounded like when I was kid.  But I will blame it on my receiver, I have to turn it almost all the way up to get any decent sound and you would think that is loud but it's not, it's really not with this receiver.  Movies from my direct tv box come through louder and then my stereo volume can only be half way otherwise too loud.  Movies sound worse than mp3's.  It's just not that full rich sound I was looking for and expected from owning a pair of these thirty years ago.  I had a 440 watt amp back then though and a marantz sr1000 receiver with a jvc eqa.  So I was able to adjust the sound and had the power to have tremendous clarity with a decent receiver to control it all.  I give the speakers four stars because even though I'm not getting the movie tv sound I was hoping for it doe's jam with the mp3 player and sounds good for most softer stuff, but not impressed at all with thumping music with them.  Kid rock has a couple songs that sound ok but most do not.  Treble overpowers the bass almost always and despite moving them from place to place and yes on the floor I had the most bass but not as good room filling sound.  Also this odd shape unlike my old set doesn't really allow for securely placing them on their sides like I used to be able to do.  I have a cat and their on bar stools now and it seems like their just too wabbly with tweeter end straight up placement.  I am getting a lot more bass than with my four inch bass driven jbl bookshelves and without having a new receiver to give a better opinion on if they just don't make them like they used to or yes it was the crappy old receiver I have.  I have tried adjusting the receiver with it's million controls and adjustments from hall, theater, jazz, etc, high pass on and off, and bass, treble & midrange controls, etc to fine tune it and as I said it's just ok sounding and not the way I want it to sound.  I'm hoping it's not the speakers and will be replacing my receiver hopefully in the next year.  Overall I rate them as it is now at 3.75 - 4.25 out of 5 star rating.  Will do an update when I get a new receiver.",They sound good but I'm not blown away by them like the pair I had when I was a kid sounded amazing.,1464307200.0
1,,False,2016-03-15,A3PCA3O8PO6F7B,B000070GUZ,,Anthony J. Tarquinio,"I purchased this item on July 25, 2015.  The package clearly indicated that they were good until 2021.  This month, March 2016 they went completely dead.  I used these in my digital camera, but with very light usage.  Did not use built in flash and was always careful to not leave the batteries in the camera while not in use.  Here in Oregon we have been in the Monsoon Season since October of 2015 so I have not had much in the way of opportunities to get out and shoot.  Sad to have to report this type of review regarding Duracell, since I have always been a big supporter of the company and its products.  Of course I have no way of knowing what type of environment the item was stored at the seller's location.  However, the seller assured me that the batteries would be good until March of 2017.  Even at that, one year premature death.  You just cannot be too careful.

Thanks for reading,

Tony",Premature battery death.  :(,1458000000.0
5,2.0,True,2016-08-27,A1V8QVOGW9UEH2,B00007AKCV,"{'Size:': ' 4 Port', 'Style:': ' VGA USB'}",JimBoCoUs,"I really like this, almost ready to buy a second one though I can live without it. There are some things you should know:
CABLE LENGTH: The 4-port USB-only switch I got came with 2x 4' (nearer 3'6"") cables and 2x 6' (5'6"") cables. This is probably a great idea, to minimize excess cable while still providing the ability to reach all machines. Had it been all 4' cables, the switch would definitely have been returned. I'd have preferred all 6'ers as I didn't discover the difference until I had already (mis)marked them. The cable lengths are clearly marked on the packaging; they should be listed here in the product description as well.
SWITCHING: direct button access to any port, much better than stepping thorough, and an LED by each button tells you who's up. Also supports stepping via the keyboard, by tapping the Scroll Lock key twice, for those cases where it's not easy to reach.
FUNCTION: Unlike PS/2, each time the keyboard and mouse are connected and disconnected, Windows reacts to this. The result is a small lag before it's usable. If you're set up for Num Lock always on, this is easy. Just wait 'till it lights, you're ready to go. Typically, you'll also hear an alert tone from Windows for each device as is connects and disconnects. So it should not be a problem, unless you can't afford that >1 sec wait. The problem with PS/2 style KVMs is that, since at least Win 7 and even Win XP, once you switch away, on many poorer KVMs, the mouse was gone and would not be re-detected. Have not seen this at all here, and the nature of USB should ensure it's no longer a problem.

Based on all that, I highly recommend this, though I hope we see the price come down a bit.",Almost perfect - things you should know ....,1472256000.0
5,,False,2016-05-31,A145GBUET5M2UO,B00007DWE5,,fd-m,"To repeat myself, this product is truly outstanding. Tough - rugged on the outside; soft and snug on the inside. This 40-disc case is only marginally larger than 40 discs. It releases discs easily (it's easy to reach in and pull one out), yet one could literally toss it around (I don't,) with little worry.
 I have seldom used or had interest in CD wallet / book things; discs of friends who use them always show some amount of scratching. Further, I prefer to handle discs only by their edges, which is usually not possible when removing discs from the tight sleeves in typical cases. For me, that outweighs any convenience. So no CD wallet for me.
 My view changed 5 or 10 years ago when I ran into some of these at a thrift store (in red!). I think I bought one and took it home before deciding that it was different from, and superior to other CD cases I had seen. I went back and bought all that they had, (about five of them). Since then I have been so impressed that I have periodically sought to get more. I could never find any, and I kind of thought that discgear might have closed shop. I decided that if I ever found more, I would buy them out. The other day, I found these!
 The revolutionary difference: While most cases are like 3-ring binders, this is an accordion folder. (More like two of them, actually. Turning it upside down reaches a 2nd set of discs.)
 This review is kind of rough and incomplete. I will write a more thorough (read: longer), and polished (shorter) review when I have time. But I was so excited that I found these that I wanted to shout about it right away. This item may look unfamiliar, but it really is the best there is. (Maybe not, but it's the best I've ever seen.) During travel, it is rugged and secure. As storage, it is compact and accessible. I have never had a disc scratched or otherwise damaged by or while inside one of these. If you use or would like to use or must use some kind of CD wallet, try this. You can also find these in 2 packs for about $6.50 each, for when you decide to get more of them. ;)

Cons:
Will not hold cover / liner notes.
Double 2-sidedness (front,back x top,bottom) takes a little getting used to.",Outstanding CD case!,1464652800.0
5,,True,2016-07-22,A24M8FFV2611SI,B00007E7K9,,DenS,"Canon Zoom Pack 1000  -  Canon T5 & Canon 55-250 Lens mounted together, lens down,
fit into this holster perfectly. It has an interior hook & loop adjustable panel to keep
the lens up off of the padded bottom. Really not much room for anything else. The flip up
zippered and hook and loop top cover contains a sewed in mesh-net to store some small
soft odds & ends.  The small front zippered exterior pocket is perfect for the charger.
IMHO, this is more practical than the old-school molded carry cases of the distant past.
Secure. Very Well Built. Fast Access. Always ready to go. Leave your travel bag full
of camera stuff in the car or better yet, at home.  I like to travel light.  This is it for me.",Canon T5 & 55-250,1469145600.0
5,,True,2017-11-11,A3JVAW9732WK1F,B00007E816,"{'Color:': ' Red', 'Style:': ' Pro Loop'}",David L. Ellis,"This is a very nice camera strap and a huge step up from what comes with most cameras.  the extra padding distributes the weight of heavier lenses whiel the padding makes it far more comfrotable.  I used the extension straps to give me a longer strap to make it easier to sling over a shoulder when I am walking and not taking photos.  They even offer Velcro straps to ensure taht the straps do not come undone.  Having nearly lost a camera from that, I really appreciate it.",Great camera strap upgrade,1510358400.0
2,,True,2016-10-26,A3QDMBKR5XDTH7,B00007E816,"{'Color:': ' Black', 'Style:': ' Pro Loop'}",Frank R.,"The whole point of this, for me, was to be able to remove or attach the strap more quickly than threading through like the old-style OP/TECH or Canon straps.  But the attachment loop is so thick it won't fit into the brackets on a Canon 5D Mk IV, nor, I suspect, any other Canon.  True, you can make it work if you use a tool or an extra loop, but for me this kills the whole point of the strap.  I'll go back to my old OP/TECH--that works great--and is quicker to remove or reattach.

Well, one other point, if you're a little paranoid like me.  This strap might make sense if you leave the short parts attached to the camera and just remove the neck strap when you're using a tripod.  But those quick-release latches have always made me nervous.  Seems like a quick thief could click them open and grab the camera, so I wrapped mine (my old OP/TECH strap) in velcro wraps to prevent that.  I could do that with this one but it's just one more step and for me, the old one is easier, quicker and more secure.",Tight fit (or not) for Canon cameras,1477440000.0
5,,True,2016-06-23,A3OXHES7NJYID1,B00007E7JU,{'Package Type:': ' Standard Packaging'},DJ Hawkins,"This is my primary lens to use on my Canon 5D MK II that is small and light weight. The plastic feel does raise concerns however the lens is well made. I would advise keeping this lens protected and avoid letting the camera swing potentially hitting walls or objects to ensure the focusing element does not get damaged. The Bokeh (Extreme shallow depth of field view blurring surrounding areas) is pretty good with this lens rendering sharp portrait shots.

Do keep in mind this lens auto-focus is not as quick as the USM model so fast moving targets can be a hit or miss with this one but would not rule this out for the emerging photojournalist or professionals looking for a quick back up lens.",Most used prime lens!,1466640000.0
1,,True,2016-10-06,A39ONYOWUNP0UP,B00007EDM8,"{'Color:': ' White', 'Product Packaging:': ' Standard Packaging'}",Mark Pessin,Don't last. First one lasted a little over a year.  Second one about 8 months.  Not ready to try a third.  Both times the left side went out.  Sony needs to warrant these for over 90 days...if they really believe in their products.  I thought it was me but they d efinitelt have a built in obsolescence.,Won't last long if you use them often.,1475712000.0
2,,False,2016-08-16,A2QA25UQBWMKS6,B00007EDM8,"{'Color:': ' Black', 'Product Packaging:': ' Standard Packaging'}",SPG1978,"Pros:
They fasten securely around your ears and the design enables them to stay put. They will not fall off or shift position during your strenuous workouts such as running and weight lifting.

Cons:
1) These fasteners really hurt my ears after wearing the headphones for 45mins or longer. The cartilage on my ear (where the fasteners go around) get sore from the grasp of the fasteners. It becomes extremely uncomfortable and intrusive to my workout. Maybe its just me, but these headphones are not good for me if my workout is 45mins or more.

2) The sound quality is all treble. It is the position of the earphones when they are fastened on to the ear that results in a high treble sound and minimal bass and mid range. if you press the earphones deeper into your ears, you can definitely hear the bass and mid range, but the earphones won't stay put as the fasteners reposition them back to the original position with high treble sound.

Overall, these headphones are a hit or miss depending on your ears and how you like your sound. Some people may not experience the aching on their ears like i do after wearing these ear phones for an hour or so. Some people may not mind the high treble. I wouldn't recommend these headphones. In fact, i like my native iPhone headphones better as they produce a much better sound and they stay put in my ears pretty well and do not hurt my ears.",It hurts the ears and the sound quality is all treble.,1471305600.0
5,,True,2016-01-27,APMZ4X4834BZW,B00007EDM8,"{'Color:': ' Blue', 'Product Packaging:': ' Standard Packaging'}",Joontaek Rim,"Been using this headphones for over 12 years. Seriously I've been using the MDR-J10 model ever since I was 14 and bought more than at least 10 pairs of them. So far they did gave me perfect sound and suits my style the most, until today. The sound quality was totally different and changed. Maybe Sony changed the manufacturing process or some parts that go into them. This is my third time buying this model just on Amazon and I bought my last one last year, and that one was OK. Bought a new pair yesterday and today I tried them on and WTF... I can tell the difference because not many people have used this more than a decade but I HAVE. During the period of 12 years... while I was using the former 9 pairs.. I have NEVER felt the difference. THEY ARE NOT THE SAME and I guarantee that you will not get the same sound quality as before (like a year I guess) if you've been using this model before. Now they are even worse than Walmart $5 cheapass headphones.... RIP good old J10..:(

GO LOOK FOR DIFFERENT MODEL THAT FITS YOUR TASTE! THIS MODEL HAS CHANGED!!!",THEY SUCK!!,1453852800.0
5,,True,2016-07-07,A10I3GPBSB5MEE,B00007FHDP,{'Size:': ' 550VA/300W'},burnt thumbs,"cost was great.  It took longer than I expected to get but not enough to complain about.  Light due to limit on battery storage.  I use this primarily for my video surveillance DVR, camera's and their Power supply.  I live in a highly active lightening area so this is mostly for protection from a lightening strike.  Make sure you verify the ground on your wall socket that you plug this into to be sure it is properly grounded.  I took a picture to show this was functional with the ground and keep it in my warranty file just in case i ever need to rely on that warranty.",A good surge protector limited UPS fuction so make sure your load is matched.,1467849600.0
1,2.0,True,2016-05-09,A2NGOESB49EUHN,B00007FHDP,{'Size:': ' 550VA/300W'},IShopThere,I usually try not to leave a bad review. But buying this I just dumped my money down the drain. We have had it just 35 days. We had 2 electrical surges. Both times the Battery Backup failed. The second time it damaged the battery backup. We are 5 days past Amazon's 30 Day Return Policy. And even though it does have a Tripp Lite 3 year warranty - they make you pay for shipping. On this Battery Backup shipping will be around $20 one way. I am more than just a little pissed. I have been buying and recommending Tripp Lite products - but no more.,Doesn't Do the Job!,1462752000.0
5,,True,2016-01-19,ACIHK0Y0KZ5E7,B00007FHDP,{'Size:': ' 350VA/180W'},Kevin Hadap,"It's relatively small, and fits in a variety of places.  The 90 degree plug helps keep the cord flat against the wall.  This unit is cheap and perfect to put your router/gateway on to ensure a stable wifi connection when the power goes out.

If you're protecting a home office, at least go with a 750VA and do yourself a favor!

For the small draw stuff, though, this is more than plenty.",Perfect to keep your gateway / wireless AP up and running,1453161600.0
5,3.0,False,2017-08-05,A3ICNVPR5VNWDT,B00007GQLU,{'Style:': ' Lens Only'},Amazon Customer,"I have had this lens for 3 years now and assure you that, for the price, you cannot find ANY better lens.  It takes better portraits than my 70-200 L(uxury) 2.8 lens - a lens that cost 4 times more.  I tested it on both APSC and full frame cameras.  Enough said!",Worth every penny!,1501891200.0
5,,True,2017-07-22,AODCHQJNGZB1W,B00007GQLU,{'Style:': ' Lens Only'},SDB,A prize addition to my lens collection. Sharp.  Focus is spot on. And such great bokeh. Portraits are exceptional. And good for other shooting as well. A good focal length. Came packaged securely. Happy with the lens and with Amazon!,Worth every penny,1500681600.0
3,,True,2016-06-07,A2Q93POMJOYCD3,B00007IFED,"{'Capacity:': ' USB 2.0', 'Model:': ' 10/100 Mbps Ethernet'}",Josh S,"This is a no frills product, that work(ed) well. I had this product and used it occasionally, and now that it's a month out of warranty, it decided to stop working. It no longer even registers as being plugged into a device. When it worked, it worked well (for the handful of times I used it). But after 3-years, it just died.","Good, but died after 3-years.",1465257600.0
5,,True,2016-04-09,A24WHR7YBVKRJY,B00007KDVI,,D. mojavensis,Very reliable WiFi router. Still running strong after 12 years. Does not support WPA2 with stock firmware. Since some modern devices do not recognize WPA-AES encryption (e.g. Samsung Galaxy S6) you may have to run it in less secure WPA-TKIP mode.,Very reliable WiFi router. Still running strong after 12 ...,1460160000.0
3,3.0,True,2017-10-26,A1AD5OE6SUCZV1,B00007KDX6,{'Color:': ' Silver'},Washington DC,"This item went down in price by the time it was delivered to me on 10/26/17.  I was, ultimately, able to have the volume increase to audible.  It took multiple efforts with both AC and battery power to ensure at least interim operation.  The radio is a convenient size and lightweight.  I am not confidant that this radio can withstand heavy duty use.  It is as advertised.  1.9 pounds and 3.2 x 9.2 x 4.8 inches  as the seller states; the radio is not consistent with the seller's statements that the radio is ""pocket size"" and fits in a handbag.  UPDATE:  ON NOVEMBER 4, 2017 I TRIED TO USE THIS RADIO WITH BATTERY POWER.  IT DID NOT WORK.  AND, YES, THE BATTERIES ARE NEW BATTERIES AND ARE INSERTED CORRECTLY.  VERY DISAPPOINTED.  THE RADIO DOES OPERATE WITH AC CURRENT.",Compact but certainly not pocket size....,1508976000.0
4,,True,2017-09-15,A2L1WWS8MI0KAN,B00007KDX6,{'Color:': ' Silver'},petunia,Bought used but works very well and looks brand new. Cost a bit much for just an a.m./f.m. but I trust the Panasonic brand and Amazons guarantee. It also arrived just in time before the hurricane to test.,Lightweight but sturdy. Picks up a.m. and f.m. very well. Just as pictured.,1505433600.0
5,,True,2018-02-26,A3CHFXVUJ210WZ,B00007M1TZ,,Larry In Billerica,"Probably cant be beat for the price (currently around 15 bucks). Sounds great on my side, and Ive been told from those on the other end that I sound fine to them. Comfortable enough to wear for long periods. Based on some other reviews I figured the Amazon $4.95 4-year warranty seemed like reasonable insurance for this item, and overall its still a good deal on a good headset.",Totally satisfied,1519603200.0
2,5.0,True,2016-06-29,A2NXVUVFZS61BV,B00007M1TZ,,Erik --,"I'm about to order this headset for the 3rd time.  I like the way it works, and I can't beat the cost for what it is.  However, I am disappointed that each of the last two have broken in just over a year (1 year warranty after all - amazing timing eh?).  In this case the audio is just gone in my ear (don't know if mic is working).  No visible damage on the cord/plug/handset so I have to assume a wire broke inside and just isn't making the connection.
I use this daily (work from home) and am rather gentle with it - i.e. no swinging it around by the cord or letting the phone hang off it.  Comfortable to wear for several hours (although I do like to switch ears every 30-45 minutes).
3 Stars due to the apparent inability to last much beyond the 1 year mark (Amazing to me how close it has been looking at my order history for these).
Update - lowering to 2 stars as the latest one failed (people can't hear me) after about 15 months.  I'm now going to try other brands/makes and recommend others to do the same.",Cheap - all that I've purchased failed after just over a year.,1467158400.0
1,,True,2016-01-20,A2MYRMQWSWGR29,B00007M1TZ,,Mars Trader,"I purchased this on 29 July 2015. It died at the New Year. I contacted Panasonic through the chat system and was given a return address and told it had a one-year warranty. The unit was cheap to start but the postage was justified if I would get a warranty replacement. But instead Panasonic paid the cost to send back the broken unit, with a stuffy letter saying it was out of warranty, and I would have to pay $23.93 to repair and receive a replacement. Seriously? It is a $14.95 list product and Amazon sells it for $10. Today the chat operator says oh it was only 90 days. Well by golly. Can't Panasonic hire people who can do the job? I gave the complete model number to the first chat operator, and only asked because I didn't see the warranty period online and I wanted to be certain. In any case. This is fragile unit, and the microphone generated noise (when it still worked). I recommend other brands.",I recommend other brands,1453248000.0
5,,True,2016-01-25,A1UIHAKO5CXXF9,B000083KIH,{'Length:': ' 18in'},John Senchak,"I bought two  of these  power splitters cords  from reading  other reviews on Amazon.com  When  I first opened the package, the first thing  I  realized  is how  high  quality  these  power  splitter  cables  where. They are  very  well made,  throughout.  Would highly recommend  to other buyers  if you want to split one outlet into  four  and  do it safely. I plan on buying  more,  worth the money. High  Quality product

Color :  Black
Length :  18.00 Inch
UPC :  757120298038
Warranty :  ""Lifetime""
Vendor :  C2G
Weight :  0.750 LB
 Wire Gauge and Type: SJT 16AWG x 3C
 Amp Rating: 13A
 Voltage Rating: 125V
 Outer Diameter: 8.5mm

http://www.cablestogo.com/
http://www.cablestogo.com/product/29803/18in-16-awg-1-to-4-power-cord-splitter-1-nema-5-15p-to-4-nema-5-15r","Heavy  duty  construction, Much  better then a  multi-outlet  extension  cord  High  Quality",1453680000.0
5,,True,2016-05-28,A2Q0UFGJ38H452,B00008KA66,{'Size:': ' 100 Capacity'},FFB Photo,"These little sleeves are great. I digitize old home movies from 8mm film and VHS tapes, etc, and I deliver the final products on DVDs. These make it much more professional. They have writable strips along the tops that can be erased very easily, so I jot down some notes in pencil so the customer can change the labeling later on. They love it!

They are well built, with a felt-like backing that ensures you won't scratch up the DVDs. The holes along the side fit economy binders very well.",Good storage for DVDs,1464393600.0
5,,True,2016-01-18,AAYWVR2HV4WP1,B00008KWWF,"{'Size:': ' Small', 'Style:': ' Wireless'}",MV,"After visiting my doctor for possible nerve damage to my right hand, I was advised to get an ergonomic mouse and found that this one relieved my pain the quickest.  The joystick design ensures that your hand always remains in a safe position and after a couple of weeks, the pain was gone from my arm.  This product has been a godsend and allowed me to keep working as intensely as I had before by keeping my wrist and arm in a healthy position despite the number of hours worked.","Fantastic product, relieved the pain in my arm!",1453075200.0
5,,True,2018-02-24,A1HCH56AQN5Y4M,B00008KJ2A,"{'Size:': ' 6U', 'Style:': ' Fixed'}",Josh,"For under $50, I didn't expect this sturdy of a product.  The top brace probably does a lot for the awesome rigidty.  It also came fully pre-assembled, which I didn't expect.  I simply pulled it out of the (huge) box and screwed it to the wall!  It came with nice self drilling anchors which will ensure it stays in your wall if it's not mounted straight into studs.  I chose to use the 16"" screw spacing to mount it straight into two wall studs for ultimate durability.

All the holes lined up great too - I had zero issues rack mounting my equipment.",Rigid. Inexpensive.,1519430400.0
1,,True,2016-05-17,A13KMIE8CUGS3P,B00008MOPJ,,S. Christensen,"I wanted to love this, and I DO love the size and the design.  But it just feels so flimsy that I would not dare travel with it for fear it would break half way through the trip.  The handle in particular is astonishing insecure, and bends alarmingly.  All I can assume is that this used to be much better.  Back it goes.",Back it goes,1463443200.0
4,,True,2016-12-03,A2T60KSHRZNDM9,B00008VF4A,"{'Capacity:': ' 1x3.5"" Bay', 'Style:': ' 1x3.5"" Drive (Front Bay Adapter)'}",Alex Clark,"Needs some modifications to fit properly. Any ""Universal"" product usually does. However I was able to mount it in the expansion bay of my Dell tower. I had to use some screws I had in order to secure it properly though. The screws that came with it were too short. I will buy another 2 of these for the other desktops in the house.",Needs some modification...,1480723200.0
4,,True,2016-07-21,A3VZ3HVZPSS7NP,B00008VF4A,"{'Capacity:': ' 1x3.5"" Bay', 'Style:': ' 1x3.5"" Drive (Front Bay Adapter)'}",Big Bruin,"It works just fine.  The plastic is a bit flimsy, but it will hold.  One thing I didn't like is that the side mounting tabs for 3.5"" devices are slightly too wide, so my 3.5"" device is loose in between them when installed.  As you tighten the screws I didn't go all the way tight as the tabs started to bend in towards the device, and since they are flimsy plastic I thought they would break.  But, with four screws tightened about half way, the device is secure and doesn't move.",Great deal - not the best design,1469059200.0
2,,True,2016-06-15,ADODQU4YHHRWL,B00008VF4A,"{'Capacity:': ' 1x3.5"" Bay', 'Style:': ' 1x3.5"" Drive (Front Bay Adapter)'}",Michael,"I wasn't expecting much, just a basic bay adapter, however this item was a bizarre mix of good and bad design.

The Good:  Large access holes for screwdriver on both sides and mounting holes on bottom as well, mounting holes where in standard position.

The Bad:  The mounting tab holes for screws to pass through while nice and thick (little too thick) where much larger in diameter than required so much so that normal mounting screw head would pass right through them. When I say normal screws I'm referring to the ones commonly used to hold power supplies, card brackets, and most drives in simple sheet metal expansion bays.

The Ugly:  To securely mount something expect to buy (or have on hand) 1/4 inch OD washers and slightly longer screws of appropriate threading. In my case I fortunately had pop rivet washers on had that worked well.",Expect to buy/have 1/4in OD washers due to mounting how diameter,1465948800.0
1,2.0,True,2016-03-02,A2ZBZ74VIW6SDJ,B00008VF4A,"{'Capacity:': ' 1x3.5"" Bay', 'Style:': ' 1x3.5"" Drive (Front Bay Adapter)'}",Aaron B.,"Like most people, I got this to convert a 3.5"" USB 3.0 plate to an open 5.25"" bay. The converter wiggles around the bay slot until you screw it in tightly (obviously). The problem is that the converter doesn't have a screw hole on the right front like it does on the left front (like an ODD has), so I had to drill a pilot hole in the plastic to secure it properly.

The face of the converter is a little wider than a regular ODD.  When the left side is flush, the right side spills over, and vice versa (see picture).  My front bezel wouldn't go on until I filed the converter down.  I doubt it's my case to blame, since the drives fit fine.  And I *know* it's not the way I secured it.  (Trust me on that one.)",Won't Fit in a 'Be Quiet! Silent Base 800' Case Nicely,1456876800.0
5,,True,2016-02-17,A25CLEAS2EB4UQ,B00008VF4A,"{'Capacity:': ' 1x3.5"" Bay', 'Style:': ' 1x3.5"" Drive (Front Bay Adapter)'}",J.R. Murdock,"It's a 5.25 tray. It holds a USB 3.0 tray. it came with screws. It's still in place securely. That makes me happy. This is a happy little tray. Even though I can't see it all, I know it's there and it's happily doing the job it was designed for. That's what I like. Things that are designed to do one thing, and do it well.","It does one thing, and it does it well. That makes me happy.",1455667200.0
4,,True,2016-01-07,A30SSCVBBS3O12,B00008VF4A,"{'Capacity:': ' 1x3.5"" Bay', 'Style:': ' 1x3.5"" Drive (Front Bay Adapter)'}",Chris LW,"Nothing fancy here, it allows me to use my 2.5"" memory card reader in my tower which has only opening for 5.25"" bays.  I had no fit issues or problems with the screw holes lining up to secure the bracket to the chasis.",Serves its purpose,1452124800.0
5,,True,2016-01-05,A3RKW717L57WXL,B00008VSKK,{'Color:': ' White'},neo_styles,"I needed to buy a new extension cable for my Shure SE530 since I had them shelved for the better part of 5 years, moved around constantly, and they probably got lost in the process. After reading all the poor reviews on Shure's replacement, I decided to branch out. These came well-reviewed and I'll say that it's well-deserved. Item arrived promptly and in perfect condition. It makes a great secure connection to the male end of my SE530 (so snug I actually thought it didn't fit for a second) and doesn't seem to cause any detriment to the signal over my Macbook Pro's HO connection. I'll have to dig up my old headphone amplifier and see if I can register any differences and will be sure to update this post when I do.

I wouldn't hesitate to get these. They're cheap, not flashy, look decently well-built enough, and...well...they're cheap enough in comparison to the competition that they can afford to wear out a few times and be replaced.",Works for me,1451952000.0
5,2.0,True,2017-10-03,A1DH5WZOPD9QRV,B00008Y0VU,{'Size:': ' 25x100'},Bill Allen,"I purchased the SkyMaster 25x100 Binoculars.  They are heavy, and you will need to use a very good tripod to support them.  You may need to factor in at least another $100 to the cost of acquisition, and more if you're tall.  I suppose you could sit in a lawn chair and use the binoculars with your arms resting on your chest, but even a strong person is going to tire quickly.  The view you get through these binoculars is better than one would get from a telescope at the same price point, and the optics gather a lot of light.  There is some chromatic aberration near the edges of the lenses, but it is slight, and doesn't interfere with the detail.  Astronomical binoculars, like telescopes, require a little practice, patience, and care to provide the best views.  These binoculars are easier to set up than a telescope, easier to put in your car and head out into the dark, easier to focus, and easier to look through, but they are still astronomical binoculars.

I don't recommend these for most kids, as they are too heavy and require a non-trivial amount of strength to place and secure them on a tripod.  I would only purchase these for someone who has an obvious serious interest in amateur astronomy.  The other thing that kids, and some adults, do is grab onto the binoculars while viewing, and then complain that they can't see anything.  I'm not a parent, and I can only stand about 9 seconds of some kid, or adult for that matter, whining about the view before I start seriously thinking about packing stuff up and going home.  Ordinary field binoculars, mounted on a tripod, will provide extremely good views of many celestial objects, are much more kid-friendly, and generally make better gifts.

Addendum: I purchased a heavy duty video pan-tilt head for the tripod, and mount the SkyMaster binocs on that.  Here is the one I purchased: https://www.amazon.com/gp/product/B0017LEESA

The binoculars are MUCH easier to manipulate with the pan head.  But the pan head itself is heavy, so make sure your tripod.  The Orion heavy duty parallelogram looks like it might be better, but you need to drop another $500 to get that.  If you already have a decent tripod, the pan head is about half the price of the parallelogram.  I purchased the Manfrotto 229 3D because the reviews from people with heavy equipment were very positive.  The SkyMasters are a lot heavier than most consumer-grade high-def video cameras.",Worth the weight,1506988800.0
